Query ORF,Query Name,Array ORF,Array Name,Array annotation,Normalized colony size (EXPERIMENT),Normalized colony std. dev. (EXPERIMENT),Normalized colony size (CONTROL),Normalized colony std. dev. (CONTROL),Score,Score stdev,p-Value
NAHCO3,NAHCO3,YJL201W,ECM25,,1.03487,0.07,1.18143,0.12,-0.1341,0.07,0.00152
NAHCO3,NAHCO3,YJL199C,YJL199C,,0.9755,0.016,0.94248,0.042,0.03171,0.016,0
NAHCO3,NAHCO3,YJL198W,PHO90,,1.07186,0.072,1.00893,0.017,0.06198,0.072,0.00008
NAHCO3,NAHCO3,YJL197W,UBP12,,0.92004,0.102,0.95953,0.02,-0.04069,0.102,0.00037
NAHCO3,NAHCO3,YJL196C,ELO1,,0.96743,0.032,1.00796,0.034,-0.03516,0.032,0.00036
NAHCO3,NAHCO3,YJL193W,YJL193W,,1.00826,0.078,0.96202,0.043,0.0439,0.078,0.00013
NAHCO3,NAHCO3,YJL192C,SOP4,,1.20064,0.051,1.00294,0.03,0.19501,0.051,0.00002
NAHCO3,NAHCO3,YJL191W,RPS14B,,0.66164,0.057,0.89272,0.02,-0.2336,0.057,0.00017
NAHCO3,NAHCO3,YJL188C,YJL188C,,0.91537,0.005,0.97619,0.006,-0.05834,0.005,0.00001
NAHCO3,NAHCO3,YJL187C,SWE1,,1.05641,0.044,1.07631,0.044,-0.01461,0.044,0.00002
NAHCO3,NAHCO3,YJL215C,YJL215C,,0.81351,0.002,0.97537,0.021,-0.15507,0.002,0
NAHCO3,NAHCO3,YJL214W,HXT8,,1.07314,0.03,1.01945,0.015,0.05445,0.03,0.00001
NAHCO3,NAHCO3,YJL213W,YJL213W,,1.07236,0.035,1.01389,0.008,0.05989,0.035,0.00001
NAHCO3,NAHCO3,YJL212C,OPT1,,1.04088,0.028,1.03756,0.018,0.00739,0.028,0.00001
NAHCO3,NAHCO3,YJL211C,YJL211C,,1.05106,0.075,0.98266,0.022,0.06481,0.075,0.0001
NAHCO3,NAHCO3,YJL210W,PEX2,,1.02314,0.045,1.01055,0.019,0.0142,0.045,0.00002
NAHCO3,NAHCO3,YJL208C,NUC1,,1.1185,0.075,0.99506,0.006,0.12649,0.075,0.00008
NAHCO3,NAHCO3,YJL206C-A,YJL206C-A,,1.02321,0.056,0.97809,0.038,0.04249,0.056,0.00005
NAHCO3,NAHCO3,YJL206C,YJL206C,,1.30019,0.104,1.03244,0.046,0.26713,0.104,0.00014
NAHCO3,NAHCO3,YJL204C,RCY1,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
NAHCO3,NAHCO3,YJR011C,YJR011C,,0.99852,0.069,0.706,0.01,0.298,0.069,0.00009
NAHCO3,NAHCO3,YJR010W,MET3,,1.03409,0.07,1.00415,0.025,0.03236,0.07,0.00009
NAHCO3,NAHCO3,YJR010C-A,SPC1,,1.12551,0.003,1.01819,0.013,0.10483,0.003,0
NAHCO3,NAHCO3,YJR009C,TDH2,,1.02084,0.018,0.96782,0.027,0.04768,0.018,0
NAHCO3,NAHCO3,YJR008W,MHO1,,1.04465,0.036,0.96095,0.024,0.09195,0.036,0.00001
NAHCO3,NAHCO3,YJR005W,APL1,,0.97635,0.045,1.02466,0.01,-0.04619,0.045,0.00003
NAHCO3,NAHCO3,YJR003C,YJR003C,,0.94729,0.053,1.03036,0.021,-0.08566,0.053,0.00005
NAHCO3,NAHCO3,YJR001W,AVT1,,0.95228,0.054,1.02911,0.02,-0.07924,0.054,0.00005
NAHCO3,NAHCO3,YJL218W,YJL218W,,0.94774,0.058,1.0411,0.042,-0.09725,0.058,0.00006
NAHCO3,NAHCO3,YJL217W,REE1,,1.06962,0.004,1.00422,0.004,0.06797,0.004,0.00001
NAHCO3,NAHCO3,YJL216C,IMA5,,1.17041,0.143,1.02619,0.001,0.14569,0.143,0.00049
NAHCO3,NAHCO3,YJR032W,CPR7,,0.98578,0.037,0.90056,0.01,0.08616,0.037,0.00001
NAHCO3,NAHCO3,YJR031C,GEA1,,1.18507,0.038,0.94211,0.017,0.25175,0.038,0.00001
NAHCO3,NAHCO3,YJR030C,YJR030C,,0.78019,0.043,1.03717,0.023,-0.25732,0.043,0.00005
NAHCO3,NAHCO3,YJR025C,BNA1,,1.08658,0.048,1.06762,0.019,0.01452,0.048,0.00002
NAHCO3,NAHCO3,YJR024C,MDE1,,1.23046,0.024,1.15784,0.042,0.07628,0.024,0
NAHCO3,NAHCO3,YJR021C,REC107,,0.92795,0.006,1.06222,0.015,-0.1285,0.006,0.00002
NAHCO3,NAHCO3,YJR020W,YJR020W,,0.87291,0.019,0.97761,0.021,-0.10162,0.019,0
NAHCO3,NAHCO3,YJR019C,TES1,,1.01955,0.041,1.079,0.017,-0.06097,0.041,0.00002
NAHCO3,NAHCO3,YJR015W,YJR015W,,1.17898,0.06,1.01827,0.039,0.16957,0.06,0.00004
NAHCO3,NAHCO3,YJR014W,TMA22,,1.26986,0.063,0.88266,0.031,0.38361,0.063,0.00003
NAHCO3,NAHCO3,YJR050W,ISY1,,1.25427,0.01,0.9892,0.041,0.26748,0.01,0.00002
NAHCO3,NAHCO3,YJR048W,CYC1,,1.21578,0.03,1.05112,0.008,0.16845,0.03,0.0002
NAHCO3,NAHCO3,YJR047C,ANB1,,1.04585,0.08,0.95527,0.028,0.08676,0.08,0.00012
NAHCO3,NAHCO3,YJR043C,POL32,,0.77536,0.028,1.04291,0.014,-0.26409,0.028,0.00001
NAHCO3,NAHCO3,YJR040W,GEF1,,1.09452,0.029,0.98326,0.005,0.11003,0.03,0.00001
NAHCO3,NAHCO3,YJR038C,YJR038C,,1.23484,0.046,1.01692,0.014,0.2212,0.046,0.00001
NAHCO3,NAHCO3,YJR037W,YJR037W,,0.85558,0.047,1.04753,0.019,-0.19024,0.047,0.00005
NAHCO3,NAHCO3,YJR036C,HUL4,,0.78008,0.021,1.08342,0.025,-0.29546,0.021,0.00025
NAHCO3,NAHCO3,YJR035W,RAD26,,0.84398,0.07,0.58199,0.02,0.2611,0.07,0.00016
NAHCO3,NAHCO3,YJR033C,RAV1,,1.09299,0.016,0.90505,0.043,0.18725,0.016,0
NAHCO3,NAHCO3,YJR070C,LIA1,,0.886,0.026,0.95578,0.006,-0.06651,0.026,0.00001
NAHCO3,NAHCO3,YJR069C,HAM1,,0.87121,0.034,0.82056,0.018,0.05397,0.034,0.00002
NAHCO3,NAHCO3,YJR062C,NTA1,,1.14775,0.022,0.97224,0.013,0.17691,0.022,0
NAHCO3,NAHCO3,YJR061W,YJR061W,,0.86137,0.137,1.05662,0.046,-0.19524,0.137,0.00108
NAHCO3,NAHCO3,YJR060W,CBF1,,0.99119,0.057,1.02549,0.064,-0.02778,0.057,0.00005
NAHCO3,NAHCO3,YJR059W,PTK2,,0.9566,0.06,1.03094,0.021,-0.07151,0.06,0.00007
NAHCO3,NAHCO3,YJR058C,APS2,,0.72402,0.027,0.90241,0.053,-0.16661,0.027,0.00002
NAHCO3,NAHCO3,YJR054W,KCH1,,0.83718,0.008,1.02108,0.023,-0.17518,0.008,0
NAHCO3,NAHCO3,YJR053W,BFA1,,1.09551,0.028,0.9955,0.014,0.10123,0.028,0
NAHCO3,NAHCO3,YJR052W,RAD7,,1.02131,0.012,1.04199,0.022,-0.01175,0.012,0
NAHCO3,NAHCO3,YJR051W,OSM1,,0.95415,0.039,0.69251,0.05,0.26341,0.039,0.00002
NAHCO3,NAHCO3,YJR087W,YJR087W,,1.09378,0.02,1.00687,0.029,0.09145,0.02,0
NAHCO3,NAHCO3,YJR084W,YJR084W,,0.97121,0.061,0.97835,0.056,-0.01685,0.061,0.00007
NAHCO3,NAHCO3,YJR083C,ACF4,,0.82026,0.013,0.99569,0.036,-0.17115,0.013,0.00008
NAHCO3,NAHCO3,YJR082C,EAF6,,1.13337,0.035,0.97341,0.042,0.16761,0.035,0.00001
NAHCO3,NAHCO3,YJR080C,AIM24,,1.08923,0.073,0.97132,0.029,0.12335,0.073,0.00008
NAHCO3,NAHCO3,YJR079W,YJR079W,,1.19233,0.023,1.00669,0.036,0.19146,0.023,0.00012
NAHCO3,NAHCO3,YJR078W,BNA2,,0.95526,0.019,1.01804,0.018,-0.05752,0.019,0.00013
NAHCO3,NAHCO3,YJR077C,MIR1,,0.85062,0.032,1.10017,0.003,-0.24969,0.032,0.00001
NAHCO3,NAHCO3,YJR075W,HOC1,,0.93777,0.035,1.03258,0.069,-0.08131,0.035,0.00001
NAHCO3,NAHCO3,YJR074W,MOG1,,0.9235,0.067,1.08687,0.026,-0.16867,0.067,0.0001
NAHCO3,NAHCO3,YJR099W,YUH1,,1.08019,0.061,1.14046,0.082,-0.05232,0.061,0.00005
NAHCO3,NAHCO3,YJR098C,YJR098C,,1.09918,0.042,1.05598,0.027,0.05203,0.042,0.00002
NAHCO3,NAHCO3,YJR097W,JJJ3,,1.12427,0.056,1.01406,0.005,0.10932,0.056,0.00003
NAHCO3,NAHCO3,YJR096W,YJR096W,,1.07877,0.051,1.02945,0.006,0.04735,0.051,0.00075
NAHCO3,NAHCO3,YJR095W,SFC1,,1.01581,0.031,1.01391,0.004,0.00381,0.031,0.00001
NAHCO3,NAHCO3,YJR094W-A,RPL43B,,0.6114,0.021,0.89012,0.028,-0.27763,0.021,0.00001
NAHCO3,NAHCO3,YJR094C,IME1,,0.98509,0.022,0.97412,0.024,0.0095,0.022,0
NAHCO3,NAHCO3,YJR092W,BUD4,,0.67552,0.005,0.94469,0.04,-0.26328,0.005,0.00002
NAHCO3,NAHCO3,YJR091C,JSN1,,1.07553,0.029,0.95175,0.014,0.11726,0.029,0.00001
NAHCO3,NAHCO3,YJR090C,GRR1,,0.98591,0.014,0.99512,0.056,-0.00468,0.014,0.00006
NAHCO3,NAHCO3,YJR088C,EMC2,,0.48167,0.556,0.54305,0.627,-0.05724,0.557,0.18177
NAHCO3,NAHCO3,YOR202W,HIS3,,0.99496,0.129,1.02563,0.148,0.00404,0.129,0
NAHCO3,NAHCO3,YJR117W,STE24,,0.95492,0.046,1.00863,0.031,-0.05882,0.046,0.00003
NAHCO3,NAHCO3,YJR116W,TDA4,,1.10793,0.073,0.98764,0.028,0.12512,0.073,0.00008
NAHCO3,NAHCO3,YJR115W,YJR115W,,1.05325,0.025,0.92913,0.012,0.12773,0.025,0
NAHCO3,NAHCO3,YJR111C,YJR111C,,1.15584,0.023,0.97668,0.003,0.18272,0.023,0
NAHCO3,NAHCO3,YJR110W,YMR1,,1.12891,0.044,0.99769,0.002,0.13459,0.044,0.00002
NAHCO3,NAHCO3,YJR108W,ABM1,,1.05075,0.013,0.96512,0.003,0.08882,0.013,0
NAHCO3,NAHCO3,YJR107W,YJR107W,,0.8935,0.006,0.99608,0.047,-0.09458,0.006,0.00002
NAHCO3,NAHCO3,YJR106W,ECM27,,0.99202,0.062,1.11577,0.051,-0.13017,0.062,0.00007
NAHCO3,NAHCO3,YJR103W,URA8,,0.89203,0.051,1.08911,0.035,-0.19472,0.051,0.00005
NAHCO3,NAHCO3,YJR100C,AIM25,,0.9039,0.107,1.097,0.032,-0.19048,0.107,0.00045
NAHCO3,NAHCO3,YJR130C,STR2,,1.19101,0.049,0.95436,0.004,0.24074,0.049,0.00002
NAHCO3,NAHCO3,YJR129C,YJR129C,,1.0232,0.018,1.04565,0.014,-0.01989,0.018,0
NAHCO3,NAHCO3,YJR128W,YJR128W,,1.05134,0.022,1.04476,0.008,0.00746,0.022,0
NAHCO3,NAHCO3,YJR127C,RSF2,,0.93964,0.057,0.93949,0.008,0.00711,0.057,0.00006
NAHCO3,NAHCO3,YJR126C,VPS70,,0.97512,0.035,1.02095,0.055,-0.03561,0.035,0.00001
NAHCO3,NAHCO3,YJR125C,ENT3,,1.09937,0.037,1.05833,0.023,0.04597,0.037,0.00001
NAHCO3,NAHCO3,YJR124C,YJR124C,,1.07028,0.064,1.07344,0.025,-0.00223,0.064,0.00006
NAHCO3,NAHCO3,YJR120W,YJR120W,,0.80262,0.021,0.98536,0.022,-0.17772,0.021,0.00001
NAHCO3,NAHCO3,YJR119C,JHD2,,0.9803,0.031,1.02995,0.037,-0.05515,0.031,0.00001
NAHCO3,NAHCO3,YJR118C,ILM1,,0.60775,0.015,0.76502,0.01,-0.15526,0.015,0.0002
NAHCO3,NAHCO3,YJR147W,HMS2,,0.87822,0.054,0.86187,0.029,0.02213,0.054,0.00006
NAHCO3,NAHCO3,YJR146W,YJR146W,,0.94589,0.011,1.01565,0.007,-0.06727,0.011,0
NAHCO3,NAHCO3,YJR142W,YJR142W,,1.15871,0.056,0.99786,0.023,0.16567,0.056,0.00003
NAHCO3,NAHCO3,YJR140C,HIR3,,1.15864,0.056,1.0116,0.001,0.14933,0.056,0.00003
NAHCO3,NAHCO3,YJR139C,HOM6,,0.91722,0.018,1.0518,0.023,-0.12902,0.018,0.00013
NAHCO3,NAHCO3,YJR137C,MET5,,1.15215,0.006,1.07573,0.036,0.0738,0.006,0.00001
NAHCO3,NAHCO3,YJR135C,MCM22,,0.91518,0.056,1.01599,0.025,-0.08978,0.056,0.00006
NAHCO3,NAHCO3,YJR134C,SGM1,,1.28512,0.075,1.06315,0.021,0.21928,0.075,0.00005
NAHCO3,NAHCO3,YJR133W,XPT1,,1.27086,0.063,1.03661,0.004,0.23506,0.063,0.00003
NAHCO3,NAHCO3,YJR131W,MNS1,,1.1678,0.043,0.95742,0.026,0.20781,0.043,0.00001
NAHCO3,NAHCO3,YKL008C,LAC1,,0.93899,0.027,0.96085,0.03,-0.02658,0.027,0.00001
NAHCO3,NAHCO3,YKL007W,CAP1,,0.89695,0.04,0.92827,0.046,-0.02289,0.04,0.00002
NAHCO3,NAHCO3,YKL006W,RPL14A,,1.02869,0.026,0.94975,0.017,0.08238,0.026,0
NAHCO3,NAHCO3,YKL005C,BYE1,,1.06816,0.029,1.04205,0.028,0.02225,0.029,0.00001
NAHCO3,NAHCO3,YKL001C,MET14,,0.80236,0.025,0.98984,0.035,-0.17913,0.025,0.00001
NAHCO3,NAHCO3,YJR154W,YJR154W,,0.90499,0.006,1.03667,0.026,-0.13614,0.006,0
NAHCO3,NAHCO3,YJR153W,PGU1,,0.8887,0.025,1.0241,0.02,-0.13536,0.025,0.00001
NAHCO3,NAHCO3,YJR152W,DAL5,,0.98348,0.024,1.03577,0.002,-0.04848,0.024,0.0002
NAHCO3,NAHCO3,YJR150C,DAN1,,1.0204,0.011,1.06986,0.019,-0.04425,0.011,0.00004
NAHCO3,NAHCO3,YJR149W,YJR149W,,0.76788,0.014,0.9779,0.002,-0.20684,0.014,0.00011
NAHCO3,NAHCO3,YJR148W,BAT2,,1.0214,0.024,1.0013,0.021,0.01762,0.024,0
NAHCO3,NAHCO3,YKL030W,YKL030W,,0.94617,0.075,1.07431,0.057,-0.1254,0.075,0.00014
NAHCO3,NAHCO3,YKL029C,MAE1,,1.08855,0.061,1.08989,0.067,0.01087,0.061,0.00005
NAHCO3,NAHCO3,YKL027W,YKL027W,,1.19157,0.032,1.11003,0.003,0.08596,0.032,0.00001
NAHCO3,NAHCO3,YKL026C,GPX1,,0.73755,0.063,0.80633,0.045,-0.07074,0.063,0.00017
NAHCO3,NAHCO3,YKL025C,PAN3,,0.98357,0.003,1.03681,0.019,-0.05394,0.003,0
NAHCO3,NAHCO3,YKL023W,YKL023W,,1.05279,0.068,0.94677,0.022,0.10897,0.068,0.00008
NAHCO3,NAHCO3,YKL020C,SPT23,,1.08191,0.026,0.97939,0.017,0.10824,0.026,0
NAHCO3,NAHCO3,YKL017C,HCS1,,1.01618,0.048,1.00993,0.027,0.00488,0.048,0.00003
NAHCO3,NAHCO3,YKL015W,PUT3,,0.80304,0.023,0.98322,0.056,-0.17554,0.023,0.00027
NAHCO3,NAHCO3,YKL010C,UFD4,,1.06529,0.059,0.87175,0.009,0.19313,0.059,0.00005
NAHCO3,NAHCO3,YKL009W,MRT4,,1.03425,0.05,0.86659,0.006,0.16677,0.05,0.00003
NAHCO3,NAHCO3,YKL044W,YKL044W,,1.10025,0.016,1.05026,0.012,0.05861,0.016,0
NAHCO3,NAHCO3,YKL043W,PHD1,,1.03528,0.071,1.0245,0.037,0.01872,0.071,0.00009
NAHCO3,NAHCO3,YKL041W,VPS24,,0.52813,0.048,0.84656,0.042,-0.31253,0.048,0.00021
NAHCO3,NAHCO3,YKL040C,NFU1,,0.89301,0.052,1.01578,0.014,-0.12339,0.052,0.00005
NAHCO3,NAHCO3,YKL039W,PTM1,,0.73741,0.084,0.98612,0.018,-0.24237,0.084,0.0004
NAHCO3,NAHCO3,YKL038W,RGT1,,0.80165,0.032,0.95039,0.037,-0.1376,0.032,0.00002
NAHCO3,NAHCO3,YKL037W,AIM26,,0.26014,0.022,0.60368,0.021,-0.33889,0.022,0.00016
NAHCO3,NAHCO3,YKL034W,TUL1,,1.36241,0.047,1.04447,0.031,0.32958,0.047,0.00001
NAHCO3,NAHCO3,YKL033W-A,YKL033W-A,,0.97841,0.009,1.00444,0.024,-0.0244,0.009,0.00003
NAHCO3,NAHCO3,YKL032C,IXR1,,0.56723,0.015,0.80697,0.085,-0.24021,0.015,0
NAHCO3,NAHCO3,YKL031W,YKL031W,,0.64622,0.033,0.96198,0.053,-0.30319,0.033,0.00004
NAHCO3,NAHCO3,YKL062W,MSN4,,1.20462,0.102,1.24387,0.076,-0.04955,0.102,0.00016
NAHCO3,NAHCO3,YKL061W,BLI1,,1.33131,0.009,1.05262,0.02,0.28426,0.009,0.00001
NAHCO3,NAHCO3,YKL056C,TMA19,,1.11907,0.065,0.90688,0.027,0.21413,0.065,0.00005
NAHCO3,NAHCO3,YKL055C,OAR1,,0.81772,0.052,0.70457,0.031,0.1052,0.052,0.00007
NAHCO3,NAHCO3,YKL053W,YKL053W,,1.10916,0.021,0.95976,0.026,0.15256,0.021,0
NAHCO3,NAHCO3,YKL053C-A,MDM35,,0.92374,0.066,0.86953,0.017,0.05473,0.066,0.0001
NAHCO3,NAHCO3,YKL051W,SFK1,,0.8852,0.069,0.93824,0.015,-0.05126,0.069,0.00013
NAHCO3,NAHCO3,YKL050C,YKL050C,,0.98817,0.042,1.0029,0.042,-0.01399,0.042,0.00002
NAHCO3,NAHCO3,YKL048C,ELM1,,0.84519,0.046,0.69347,0.034,0.15864,0.046,0.00005
NAHCO3,NAHCO3,YKL047W,ANR2,,0.83118,0.03,1.07506,0.008,-0.24035,0.03,0.00001
NAHCO3,NAHCO3,YKL046C,DCW1,,1.10298,0.022,1.25292,0.009,-0.14985,0.022,0
NAHCO3,NAHCO3,YKL073W,LHS1,,0.78833,0.195,1.07747,0.014,-0.28004,0.195,0.00398
NAHCO3,NAHCO3,YKL072W,STB6,,0.75769,0.032,0.92214,0.028,-0.16157,0.032,0.00002
NAHCO3,NAHCO3,YKL071W,YKL071W,,0.95349,0.141,1.01292,0.019,-0.05391,0.141,0.00088
NAHCO3,NAHCO3,YKL070W,YKL070W,,1.08417,0.021,0.96996,0.026,0.12203,0.021,0
NAHCO3,NAHCO3,YKL069W,YKL069W,,0.79678,0.05,0.72518,0.009,0.07457,0.05,0.00007
NAHCO3,NAHCO3,YKL068W,NUP100,,1.14577,0.054,0.96057,0.024,0.18481,0.054,0.00003
NAHCO3,NAHCO3,YKL067W,YNK1,,0.76336,0.02,0.95548,0.019,-0.1911,0.02,0.00001
NAHCO3,NAHCO3,YKL066W,YKL066W,,0.66928,0.077,0.80798,0.056,-0.12118,0.077,0.00041
NAHCO3,NAHCO3,YKL065C,YET1,,0.79506,0.036,1.02886,0.045,-0.23463,0.036,0.00003
NAHCO3,NAHCO3,YKL064W,MNR2,,1.1185,0.048,1.02983,0.026,0.0871,0.048,0.00002
NAHCO3,NAHCO3,YKL063C,YKL063C,,1.28332,0.058,1.2336,0.071,0.05446,0.058,0.00003
NAHCO3,NAHCO3,YKL091C,YKL091C,,1.10763,0.039,1.00907,0.014,0.0998,0.039,0.00001
NAHCO3,NAHCO3,YKL090W,CUE2,,1.06194,0.003,1.06911,0.012,-0.00647,0.003,0
NAHCO3,NAHCO3,YKL086W,SRX1,,1.12286,0.015,1.02829,0.058,0.0792,0.015,0.00006
NAHCO3,NAHCO3,YKL085W,MDH1,,0.7397,0.037,0.94232,0.029,-0.19376,0.037,0.00003
NAHCO3,NAHCO3,YKL084W,HOT13,,1.06846,0.014,1.04589,0.008,0.02331,0.014,0.00006
NAHCO3,NAHCO3,YKL081W,TEF4,,1.06484,0.034,1.05877,0.006,0.0082,0.034,0.00001
NAHCO3,NAHCO3,YKL079W,SMY1,,0.76074,0.063,0.98286,0.004,-0.21953,0.063,0.00015
NAHCO3,NAHCO3,YKL077W,YKL077W,,0.80037,0.074,0.91845,0.037,-0.12543,0.074,0.00022
NAHCO3,NAHCO3,YKL076C,YKL076C,,1.03372,0.081,0.86586,0.011,0.16745,0.081,0.00013
NAHCO3,NAHCO3,YKL075C,YKL075C,,0.85942,0.046,0.90857,0.085,-0.02689,0.046,0.00004
NAHCO3,NAHCO3,YKL074C,MUD2,,0.95787,0.014,0.97858,0.027,-0.01794,0.014,0
NAHCO3,NAHCO3,YKL103C,APE1,,0.91265,0.02,0.95142,0.023,-0.04125,0.02,0
NAHCO3,NAHCO3,YKL102C,YKL102C,,0.80774,0.038,1.01924,0.042,-0.20862,0.038,0.00003
NAHCO3,NAHCO3,YKL101W,HSL1,,0.73641,0.013,0.88011,0.002,-0.14213,0.013,0
NAHCO3,NAHCO3,YKL100C,YKL100C,,0.81303,0.044,0.95612,0.02,-0.13616,0.044,0.00004
NAHCO3,NAHCO3,YKL098W,MTC2,,0.64777,0.051,0.97899,0.051,-0.31881,0.051,0.00204
NAHCO3,NAHCO3,YKL097C,YKL097C,,0.89457,0.035,1.04578,0.035,-0.14028,0.035,0.00002
NAHCO3,NAHCO3,YKL096W-A,CWP2,,1.20108,0.065,1.04845,0.004,0.15442,0.065,0.00004
NAHCO3,NAHCO3,YKL096W,CWP1,,1.10621,0.2,1.14935,0.045,-0.0477,0.2,0.00157
NAHCO3,NAHCO3,YKL094W,YJU3,,0.92741,0.019,0.97203,0.015,-0.04499,0.019,0
NAHCO3,NAHCO3,YKL093W,MBR1,,1.077,0.116,0.98452,0.024,0.09602,0.116,0.00034
NAHCO3,NAHCO3,YKL092C,BUD2,,0.98094,0.053,1.0348,0.024,-0.04832,0.053,0.00004
NAHCO3,NAHCO3,YKL120W,OAC1,,1.03411,0.018,1.0029,0.039,0.04022,0.018,0.0001
NAHCO3,NAHCO3,YKL117W,SBA1,,0.75963,0.03,0.95548,0.052,-0.19971,0.03,0.00002
NAHCO3,NAHCO3,YKL116C,PRR1,,1.23551,0.008,0.99707,0.055,0.24258,0.008,0
NAHCO3,NAHCO3,YKL115C,YKL115C,,1.32026,0.083,1.1055,0.011,0.21998,0.083,0.00007
NAHCO3,NAHCO3,YKL114C,APN1,,1.37877,0.039,1.13354,0.005,0.24987,0.039,0.00001
NAHCO3,NAHCO3,YKL113C,RAD27,,1.2686,0.06,1.04101,0.038,0.23557,0.06,0.00003
NAHCO3,NAHCO3,YKL110C,KTI12,,1.12382,0.043,0.90048,0.034,0.22581,0.043,0.00002
NAHCO3,NAHCO3,YKL109W,HAP4,,0.63548,0.011,0.83946,0.02,-0.2059,0.011,0.00011
NAHCO3,NAHCO3,YKL107W,YKL107W,,1.29314,0.038,1.0619,0.033,0.23416,0.038,0.00001
NAHCO3,NAHCO3,YKL106W,AAT1,,0.83295,0.046,0.93379,0.066,-0.10631,0.046,0.00005
NAHCO3,NAHCO3,YKL105C,SEG2,,0.90905,0.046,0.9778,0.019,-0.06646,0.046,0.00004
NAHCO3,NAHCO3,YKL136W,YKL136W,,0.71779,0.046,1.01099,0.017,-0.29148,0.046,0.00007
NAHCO3,NAHCO3,YKL133C,YKL133C,,0.86581,0.028,0.97438,0.031,-0.10172,0.028,0.00001
NAHCO3,NAHCO3,YKL132C,RMA1,,0.8113,0.055,1.03376,0.03,-0.22229,0.055,0.00008
NAHCO3,NAHCO3,YKL131W,YKL131W,,1.06646,0.044,1.05342,0.016,0.01735,0.044,0.00002
NAHCO3,NAHCO3,YKL130C,SHE2,,1.11866,0.087,1.00385,0.023,0.11794,0.087,0.00013
NAHCO3,NAHCO3,YKL129C,MYO3,,1.20045,0.009,1.07289,0.01,0.13004,0.009,0.00002
NAHCO3,NAHCO3,YKL128C,PMU1,,0.89473,0.003,0.97989,0.006,-0.08252,0.003,0
NAHCO3,NAHCO3,YKL127W,PGM1,,1.11509,0.033,1.02808,0.006,0.09333,0.033,0.00001
NAHCO3,NAHCO3,YKL124W,SSH4,,1.15284,0.036,1.00036,0.029,0.15134,0.036,0.00001
NAHCO3,NAHCO3,YKL123W,YKL123W,,0.75197,0.05,0.97719,0.054,-0.20923,0.05,0.00008
NAHCO3,NAHCO3,YKL121W,DGR2,,0.82932,0.042,0.93129,0.027,-0.09408,0.042,0.00004
NAHCO3,NAHCO3,YKL156W,RPS27A,,1.41442,0.075,0.88591,0.073,0.55025,0.075,0.00004
NAHCO3,NAHCO3,YKL151C,YKL151C,,1.284,0.013,1.04743,0.037,0.24048,0.013,0.00003
NAHCO3,NAHCO3,YKL150W,MCR1,,0.93611,0.038,1.06401,0.046,-0.12582,0.038,0.00055
NAHCO3,NAHCO3,YKL149C,DBR1,,1.15841,0.032,1.01375,0.028,0.13984,0.032,0.00001
NAHCO3,NAHCO3,YKL148C,SDH1,,0.8917,0.048,0.93666,0.014,-0.04627,0.048,0.00004
NAHCO3,NAHCO3,YKL147C,YKL147C,,1.19297,0.001,1.05639,0.017,0.13621,0.001,0
NAHCO3,NAHCO3,YKL146W,AVT3,,1.02258,0.059,0.94851,0.021,0.07524,0.059,0.00005
NAHCO3,NAHCO3,YKL142W,MRP8,,1.13256,0.032,1.05564,0.03,0.08301,0.032,0.00001
NAHCO3,NAHCO3,YKL140W,TGL1,,1.06128,0.026,1.04194,0.033,0.01808,0.026,0
NAHCO3,NAHCO3,YKL139W,CTK1,,0.47667,0.026,0.45803,0.043,0.02456,0.026,0.00005
NAHCO3,NAHCO3,YKL137W,CMC1,,0.91162,0.037,0.9807,0.006,-0.06814,0.037,0.00002
NAHCO3,NAHCO3,YKL168C,KKQ8,,0.84973,0.024,1.00555,0.068,-0.13308,0.024,0.00027
NAHCO3,NAHCO3,YKL167C,MRP49,,0.94028,0.043,0.77403,0.009,0.16809,0.043,0.00003
NAHCO3,NAHCO3,YKL166C,TPK3,,1.0291,0.044,1.00587,0.053,0.01894,0.044,0.00002
NAHCO3,NAHCO3,YKL164C,PIR1,,0.83512,0.008,0.89423,0.032,-0.05127,0.008,0.00003
NAHCO3,NAHCO3,YKL163W,PIR3,,0.90243,0.037,0.91167,0.027,-0.0022,0.037,0.00002
NAHCO3,NAHCO3,YKL162C,YKL162C,,0.90884,0.03,0.84754,0.018,0.06522,0.03,0.00001
NAHCO3,NAHCO3,YKL161C,KDX1,,0.99849,0.054,1.03965,0.006,-0.03658,0.054,0.00096
NAHCO3,NAHCO3,YKL160W,ELF1,,0.96288,0.124,1.02548,0.054,-0.0768,0.124,0.00059
NAHCO3,NAHCO3,YKL159C,RCN1,,1.1611,0.024,1.05618,0.029,0.11083,0.024,0.00014
NAHCO3,NAHCO3,YKL158W,YKL158W,,1.13882,0.111,1.10768,0.032,0.02599,0.111,0.00026
NAHCO3,NAHCO3,YKL157W,APE2,,1.04434,0.03,1.1034,0.043,-0.04853,0.03,0.00001
NAHCO3,NAHCO3,YKL187C,YKL187C,,1.27001,0.014,1.1031,0.005,0.16964,0.014,0.00004
NAHCO3,NAHCO3,YKL185W,ASH1,,1.08081,0.082,1.02048,0.022,0.06889,0.082,0.00012
NAHCO3,NAHCO3,YKL184W,SPE1,,0.84594,0.077,0.95681,0.017,-0.10602,0.077,0.00021
